"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT16","WT17","WT18","WT19","WT22"
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-01","6.71",,,"0.00","0.0","0.0","14","25","8","  290","  290",,"14.1","18.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-02","6.26",,,"0.01","0.3","0.0","25","30","23","  210","  220",,"16.1","19.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-03","5.82",,,"0.00","0.0","0.0","25","28","16","  360","  360",,"15.0","18.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-04","16.55",,,"0.01","0.1","0.0","28","41","20","  320","  310",,"25.9","33.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-05","13.87",,,"0.00","0.0","0.0","29","40","24","  160","  160",,"30.0","38.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-06","10.29",,,"0.00","0.0","0.0","44","66","34","  160","  160",,"23.0","28.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-07","10.29",,,"0.00","0.0","0.0","44","65","30","  130","  140",,"21.0","25.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-08","15.66",,,"0.08","0.0","0.0","45","51","31","  330","  350",,"28.0","33.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-09","7.38",,,"0.00","0.0","0.0","29","31","27","  350","  350",,"21.0","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-10","10.29",,,"0.00","0.0","0.0","32","44","28","  160","  160",,"19.9","23.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-11","11.18",,,"0.00","0.0","0.0","46","63","36","  160","  160",,"23.0","29.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-12","11.41",,,"0.00","0.0","0.0","47","66","32","  130","  130",,"23.9","31.1","    1","    1",,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-13","14.76",,,"0.00","0.0","0.0","51","52","47","  160","  160",,"23.0","31.1","    1","    1",,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-14","11.41",,,"0.00","0.0","0.0","51","63","45","  140","  150",,"23.0","30.0","    1","    1",,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-15","13.87",,,"0.06","0.0","0.0","53","57","33","  310","  300",,"28.0","36.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-16","16.78",,,"0.00","0.0","0.0","41","48","33","  290","  300",,"29.1","35.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-17","14.32",,,"0.09","0.4","0.0","35","37","29","  290","  300",,"21.9","25.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-18","5.14",,,"0.01","0.1","0.0","31","35","29","  340","  340",,"12.1","14.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-19","8.95",,,"0.00","0.0","0.0","34","39","23","  320","  340",,"19.9","21.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-20","5.37",,,"0.00","0.0","0.0","32","41","24","  280","  290",,"12.1","16.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-21","10.51",,,"0.00","0.0","0.0","37","49","30","   70","   70",,"17.0","23.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-22","13.87",,,"0.00","0.0","0.0","40","50","32","   40","   30",,"21.0","25.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-23","12.75",,,"0.00","0.0","0.0","36","45","23","   10","   30",,"19.9","27.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-24","7.16",,,"0.00","0.0","0.0","33","51","15","  160","  170",,"18.1","23.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-25","14.99",,,"0.20","1.6","0.0","39","41","28","  360","  350",,"25.9","32.0","    1","    1",,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-26","11.41",,,"0.00","0.0","1.2","31","44","22","  360","   10",,"21.0","25.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-27","7.61",,,"0.00","0.0","0.0","36","59","18","  220","  220",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-28","8.28",,,"0.00","0.0","0.0","46","59","32","   60","   50",,"15.0","19.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-29","12.30",,,"0.07","0.0","0.0","51","70","36","  190","  190",,"28.0","32.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-30","7.83",,,"0.43","0.0","0.0","50","57","34","  350","  350",,"18.1","23.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-03-31","14.99",,,"0.00","0.0","0.0","42","57","30","  350","  360",,"32.0","42.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-01","19.01",,,"0.01","0.3","0.0","33","40","23","  340","  350",,"45.0","52.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-02","16.11",,,"0.00","0.0","0.0","28","32","19","  340","  340",,"35.1","42.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-03","18.12",,,"0.00","0.0","0.0","36","48","27","  340","  360",,"29.1","38.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-04","8.72",,,"0.00","0.0","0.0","31","43","21","  340","  340",,"21.0","28.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-05","17.00",,,"0.02","0.0","0.0","39","53","31","  160","  170",,"33.1","42.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-06","12.30",,,"0.00","0.0","0.0","39","41","32","  350","  340",,"23.9","28.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-07","17.22",,,"0.18","0.0","0.0","36","39","32","  350","  350",,"31.1","36.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-08","18.57",,,"0.01","0.2","0.0","29","34","17","  340","  340",,"31.1","40.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-09","19.46",,,"0.00","0.0","0.0","29","50","16","  150","  150",,"38.9","51.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-10","18.34",,,"0.00","0.0","0.0","41","46","30","  320","  320",,"31.1","38.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-11","14.99",,,"0.00","0.1","0.0","32","40","21","  340","  350",,"31.1","36.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-12","12.08",,,"0.00","0.0","0.0","33","49","20","  140","  140",,"23.9","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-13","7.61",,,"0.00","0.0","0.0","42","68","22","  120","  100",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-14","12.30",,,"0.00","0.0","0.0","59","74","47","  150","  150",,"23.0","29.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-15","19.24",,,"0.00","0.0","0.0","64","72","55","  180","  190",,"38.0","48.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-16","11.18",,,"0.15","0.0","0.0","56","69","41","  260","  260",,"31.1","40.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-17","12.08",,,"0.00","0.0","0.0","46","53","40","  350","  350",,"21.0","23.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-18","13.87",,,"0.14","0.0","0.0","47","56","42","  360","  360",,"21.0","25.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-19","6.49",,,"0.26","0.0","0.0","49","52","47","  130","  140",,"13.0","15.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-20","3.36",,,"0.00","0.0","0.0","53","66","47","  180","  180",,"8.9","10.1","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-21","16.11",,,"0.00","0.0","0.0","51","56","34","  350","  350",,"30.0","35.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-22","6.93",,,"0.00","0.0","0.0","45","64","29","  130","  120",,"14.1","21.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-23","16.11",,,"0.04","0.0","0.0","56","64","48","   90","   90",,"23.9","32.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-24","19.24",,,"0.72","0.0","0.0","53","60","43","   80","   90",,"28.0","35.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-25","12.53",,,"0.58","0.0","0.0","44","46","41","   80","   60",,"18.1","23.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-26","10.07",,,"0.00","0.0","0.0","42","50","38","   80","   80",,"21.9","25.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-27","14.32",,,"0.00","0.0","0.0","48","57","39","   80","   80",,"25.9","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-28","9.40",,,"0.00","0.0","0.0","51","62","40","   60","   60",,"19.9","30.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-29","7.83",,,"0.00","0.0","0.0","51","66","34","   50","   50",,"23.9","27.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-04-30","15.21",,,"0.00","0.0","0.0","54","65","40","   50","   80",,"28.0","36.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-01","5.14",,,"0.00","0.0","0.0","51","68","31","   30","   40",,"15.0","21.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-02","5.14",,,"0.00","0.0","0.0","56","71","41","  270","  280",,"18.1","23.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-03","18.34",,,"0.00","0.0","0.0","60","72","45","  340","  340",,"36.9","42.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-04","7.16",,,"0.00","0.0","0.0","55","72","35","   20","   10",,"17.0","21.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-05","12.75",,,"0.00","0.0","0.0","68","91","51","  230","  240",,"23.0","31.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-06","14.76",,,"0.00","0.0","0.0","73","86","46","  360","  360",,"36.0","42.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-07","5.82",,,"0.00","0.0","0.0","56","70","39","  310","  310",,"17.0","21.9",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-08","8.95",,,"0.00","0.0","0.0","59","78","41","  140","  150",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-09","17.22",,,"0.00","0.0","0.0","65","75","58","  130","  170",,"31.1","38.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-10","14.99",,,"0.08","0.0","0.0","58","65","55","  110","  100",,"21.9","28.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-11","11.41",,,"0.00","0.0","0.0","58","70","51","  220","  190",,"23.9","31.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-12","15.21",,,"0.00","0.0","0.0","52","57","41","  300","  280",,"25.1","30.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-13","19.01",,,"0.00","0.0","0.0","45","46","34","  340","  320",,"31.1","36.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-14","13.20",,,"0.00","0.0","0.0","40","55","29","  330","  340",,"28.0","40.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-15","11.41",,,"0.00","0.0","0.0","51","71","35","  290","  290",,"25.1","32.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-16","8.28",,,"0.00","0.0","0.0","54","67","36","   10","  360",,"21.9","30.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-17","3.80",,,"0.00","0.0","0.0","54","71","32","  110","  360",,"10.1","16.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-18","10.29",,,"0.00","0.0","0.0","60","76","45","  180","  140",,"18.1","25.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-19","13.87",,,"0.00","0.0","0.0","67","82","53","  180","  170",,"28.0","35.1",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-20","11.86",,,"0.00","0.0","0.0","67","76","57","  150","  130",,"23.0","30.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-21","11.86",,,"0.00","0.0","0.0","69","84","52","  140","  180",,"23.9","40.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-22","19.01",,,"0.00","0.0","0.0","72","85","57","  170","  190",,"36.0","45.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-23","9.62",,,"0.02","0.0","0.0","75","84","60","  280","  280",,"25.9","31.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-24","9.40",,,"0.00","0.0","0.0","72","85","59","  330","  330",,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-25","10.51",,,"0.78","0.0","0.0","68","70","55","  240","  240",,"30.0","38.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-26","8.50",,,"0.04","0.0","0.0","62","77","51","  280","  260",,"21.0","27.1","    1","    1",,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-27","7.38",,,"0.31","0.0","0.0","65","77","56","   20","   20",,"19.9","23.9","    1",,"    1",,,,,,,"    1",,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-28","8.05",,,"0.01","0.0","0.0","64","72","58","   40","   60",,"16.1","19.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-29","7.61",,,"0.01","0.0","0.0","66","79","56","  280","  270",,"23.9","29.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-30","10.51",,,"0.16","0.0","0.0","70","87","54","  320","  350",,"28.0","34.0","    1",,"    1",,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-05-31","15.21",,,"0.01","0.0","0.0","66","71","54","  210","  180",,"25.1","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-01","16.33",,,"0.01","0.0","0.0","60","66","51","  290","  300",,"28.0","34.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-02","7.38",,,"0.00","0.0","0.0","60","79","44","  120","  140",,"15.0","19.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-03","9.17",,,"0.29","0.0","0.0","68","72","60","  300","  310",,"19.9","23.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-04","14.32",,,"0.03","0.0","0.0","64","76","58","  350","  360",,"25.1","31.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-05","12.75",,,"0.00","0.0","0.0","68","82","54","  320","  320",,"25.9","36.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-06","17.00",,,"0.20","0.0","0.0","63","71","51","  320","  310",,"35.1","42.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-07","7.16",,,"0.00","0.0","0.0","60","73","45","   10","  320",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-08","8.50",,,"0.00","0.0","0.0","64","84","48","  130","  180",,"16.1","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-09","12.30",,,"0.00","0.0","0.0","75","90","60","  130","  130",,"21.0","25.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-10","10.07",,,"0.07","0.0","0.0","79","91","66","  310","  280",,"32.0","42.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-11","12.30",,,"0.00","0.0","0.0","72","80","60","   10","   20",,"23.0","27.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-12","14.76",,,"0.00","0.0","0.0","74","85","66","  120","  120",,"32.0","38.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-13","8.50",,,"0.00","0.0","0.0","72","84","57","  340","  350",,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-14","13.42",,,"0.28","0.0","0.0","68","70","62","  110","  110",,"23.9","30.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-15","12.53",,,"0.03","0.0","0.0","67","79","60","  340","  320",,"21.0","30.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-16","11.41",,,"0.00","0.0","0.0","69","85","54","  140","  150",,"25.1","34.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-17","8.72",,,"0.00","0.0","0.0","76","86","71","  160","  150",,"19.9","27.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-18","6.71",,,"0.56","0.0","0.0","73","81","63","  250","  250",,"23.9","29.1","    1","    1",,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-19","16.55",,,"0.00","0.0","0.0","80","91","67","  300","  300",,"29.1","36.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-20","13.42",,,"0.00","0.0","0.0","72","78","58","  280","  280",,"23.9","38.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-21","7.61",,,"0.00","0.0","0.0","71","85","53","   60","  340",,"15.0","21.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-22","10.29",,,"0.11","0.0","0.0","71","80","59","  360","  330",,"23.9","29.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-23","5.59",,,"0.00","0.0","0.0","67","81","55","  130","   70",,"12.1","15.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-24","16.33",,,"0.00","0.0","0.0","73","86","64","  140","  140",,"28.0","38.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-25","16.55",,,"0.00","0.0","0.0","81","88","62","  280","  280",,"30.0","36.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-26","20.58",,,"0.00","0.0","0.0","74","83","62","  280","  280",,"38.0","46.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-27","11.18",,,"0.00","0.0","0.0","65","73","51","  340","  330",,"19.9","23.9","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-28","2.24",,,"0.00","0.0","0.0","64","80","46","  330","  320",,"10.1","13.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-29","6.93",,,"0.87","0.0","0.0","71","86","53","   10","  360",,"30.0","40.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-06-30","13.20",,,"0.00","0.0","0.0","64","68","56","  340","  340",,"25.1","30.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-01","5.37",,,"0.00","0.0","0.0","61","75","45","  160","  100",,"14.1","19.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-02","6.93",,,"0.00","0.0","0.0","70","81","62","  170","  160",,"14.1","17.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-03","13.42",,,"0.00","0.0","0.0","72","83","61","  140","  190",,"23.9","33.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-04","10.96",,,"0.26","0.0","0.0","75","90","65","  270","  270",,"44.1","55.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-05","7.38",,,"0.00","0.0","0.0","71","80","60","  350","  330",,"25.9","44.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-06","5.59",,,"0.00","0.0","0.0","72","84","59","  260","  270",,"14.1","21.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-07","7.38",,,"0.43","0.0","0.0","72","80","63","  330","  340",,"28.0","32.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-08","9.62",,,"0.00","0.0","0.0","68","80","60","  330","  360",,"17.0","25.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-09","11.41",,,"1.37","0.0","0.0","71","83","57","   30","  150",,"29.1","35.1","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-10","11.41",,,"0.01","0.0","0.0","74","84","64","  140","  150",,"19.9","40.9",,,"    1",,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-11","9.17",,,"2.11","0.0","0.0","70","74","62","  250","  240",,"48.1","61.1","    1",,"    1",,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-12","16.78",,,"0.00","0.0","0.0","70","83","61","  230","  240",,"30.0","40.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2016-07-13","16.55",,,"0.07","0.0","0.0","71","76","63","  290","  290",,"32.0","40.0","    1",,,,,,,,,,,,,,,,
